66 91 10  9
32 47  7 10
72 83  0 10
95 83  8 10
85 90 10 10
71 82 10 10
100 97 10 10
77 93  9 10
59 83 10 10
70 72 10 10
65 88 10 10
74 88  9 10
74 93  9 10
86 100 11 10
35 25  0  0
50 65  8 10
